qid,tid,,
9571,37,,"insert into question_tag (qid, tid) values(9571, 37);"
9572,1,,"insert into question_tag (qid, tid) values(9572, 1);"
9573,10,,"insert into question_tag (qid, tid) values(9573, 10);"
9574,22,,"insert into question_tag (qid, tid) values(9574, 22);"
9575,4,,"insert into question_tag (qid, tid) values(9575, 4);"
9576,2,,"insert into question_tag (qid, tid) values(9576, 2);"
9577,18,,"insert into question_tag (qid, tid) values(9577, 18);"
9578,5,,"insert into question_tag (qid, tid) values(9578, 5);"
9579,22,,"insert into question_tag (qid, tid) values(9579, 22);"
9580,2,,"insert into question_tag (qid, tid) values(9580, 2);"
9581,21,,"insert into question_tag (qid, tid) values(9581, 21);"
9582,41,,"insert into question_tag (qid, tid) values(9582, 41);"
9583,39,,"insert into question_tag (qid, tid) values(9583, 39);"
9584,22,,"insert into question_tag (qid, tid) values(9584, 22);"
9585,20,,"insert into question_tag (qid, tid) values(9585, 20);"
9586,39,,"insert into question_tag (qid, tid) values(9586, 39);"
9587,20,,"insert into question_tag (qid, tid) values(9587, 20);"
9588,27,,"insert into question_tag (qid, tid) values(9588, 27);"
9589,33,,"insert into question_tag (qid, tid) values(9589, 33);"
9590,18,,"insert into question_tag (qid, tid) values(9590, 18);"
9591,23,,"insert into question_tag (qid, tid) values(9591, 23);"
9592,4,,"insert into question_tag (qid, tid) values(9592, 4);"
9593,36,,"insert into question_tag (qid, tid) values(9593, 36);"
9594,4,,"insert into question_tag (qid, tid) values(9594, 4);"
9595,36,,"insert into question_tag (qid, tid) values(9595, 36);"
9596,8,,"insert into question_tag (qid, tid) values(9596, 8);"
9597,14,,"insert into question_tag (qid, tid) values(9597, 14);"
9598,41,,"insert into question_tag (qid, tid) values(9598, 41);"
9599,3,,"insert into question_tag (qid, tid) values(9599, 3);"
9600,33,,"insert into question_tag (qid, tid) values(9600, 33);"
9601,16,,"insert into question_tag (qid, tid) values(9601, 16);"
9602,29,,"insert into question_tag (qid, tid) values(9602, 29);"
9603,40,,"insert into question_tag (qid, tid) values(9603, 40);"
9604,7,,"insert into question_tag (qid, tid) values(9604, 7);"
9605,29,,"insert into question_tag (qid, tid) values(9605, 29);"
9606,38,,"insert into question_tag (qid, tid) values(9606, 38);"
9607,36,,"insert into question_tag (qid, tid) values(9607, 36);"
9608,3,,"insert into question_tag (qid, tid) values(9608, 3);"
9609,15,,"insert into question_tag (qid, tid) values(9609, 15);"
9610,11,,"insert into question_tag (qid, tid) values(9610, 11);"
9611,31,,"insert into question_tag (qid, tid) values(9611, 31);"
9612,3,,"insert into question_tag (qid, tid) values(9612, 3);"
9613,40,,"insert into question_tag (qid, tid) values(9613, 40);"
9614,23,,"insert into question_tag (qid, tid) values(9614, 23);"
9615,16,,"insert into question_tag (qid, tid) values(9615, 16);"
9616,3,,"insert into question_tag (qid, tid) values(9616, 3);"
9617,5,,"insert into question_tag (qid, tid) values(9617, 5);"
9618,15,,"insert into question_tag (qid, tid) values(9618, 15);"
9619,7,,"insert into question_tag (qid, tid) values(9619, 7);"
9620,24,,"insert into question_tag (qid, tid) values(9620, 24);"
9621,41,,"insert into question_tag (qid, tid) values(9621, 41);"
9622,31,,"insert into question_tag (qid, tid) values(9622, 31);"
9623,2,,"insert into question_tag (qid, tid) values(9623, 2);"
9624,30,,"insert into question_tag (qid, tid) values(9624, 30);"
9625,7,,"insert into question_tag (qid, tid) values(9625, 7);"
9626,20,,"insert into question_tag (qid, tid) values(9626, 20);"
9627,1,,"insert into question_tag (qid, tid) values(9627, 1);"
9628,26,,"insert into question_tag (qid, tid) values(9628, 26);"
9629,17,,"insert into question_tag (qid, tid) values(9629, 17);"
9630,19,,"insert into question_tag (qid, tid) values(9630, 19);"
9631,11,,"insert into question_tag (qid, tid) values(9631, 11);"
9632,27,,"insert into question_tag (qid, tid) values(9632, 27);"
9633,34,,"insert into question_tag (qid, tid) values(9633, 34);"
9634,28,,"insert into question_tag (qid, tid) values(9634, 28);"
9635,5,,"insert into question_tag (qid, tid) values(9635, 5);"
9636,37,,"insert into question_tag (qid, tid) values(9636, 37);"
9637,33,,"insert into question_tag (qid, tid) values(9637, 33);"
9638,15,,"insert into question_tag (qid, tid) values(9638, 15);"
9639,14,,"insert into question_tag (qid, tid) values(9639, 14);"
9640,2,,"insert into question_tag (qid, tid) values(9640, 2);"
9641,5,,"insert into question_tag (qid, tid) values(9641, 5);"
9642,19,,"insert into question_tag (qid, tid) values(9642, 19);"
9643,3,,"insert into question_tag (qid, tid) values(9643, 3);"
9644,36,,"insert into question_tag (qid, tid) values(9644, 36);"
9645,27,,"insert into question_tag (qid, tid) values(9645, 27);"
9646,39,,"insert into question_tag (qid, tid) values(9646, 39);"
9647,17,,"insert into question_tag (qid, tid) values(9647, 17);"
9648,7,,"insert into question_tag (qid, tid) values(9648, 7);"
9649,7,,"insert into question_tag (qid, tid) values(9649, 7);"
9650,30,,"insert into question_tag (qid, tid) values(9650, 30);"
9651,5,,"insert into question_tag (qid, tid) values(9651, 5);"
9652,21,,"insert into question_tag (qid, tid) values(9652, 21);"
9653,35,,"insert into question_tag (qid, tid) values(9653, 35);"
9654,12,,"insert into question_tag (qid, tid) values(9654, 12);"
9655,4,,"insert into question_tag (qid, tid) values(9655, 4);"
9656,36,,"insert into question_tag (qid, tid) values(9656, 36);"
9657,39,,"insert into question_tag (qid, tid) values(9657, 39);"
9658,21,,"insert into question_tag (qid, tid) values(9658, 21);"
9659,30,,"insert into question_tag (qid, tid) values(9659, 30);"
9660,40,,"insert into question_tag (qid, tid) values(9660, 40);"
9661,31,,"insert into question_tag (qid, tid) values(9661, 31);"
9662,6,,"insert into question_tag (qid, tid) values(9662, 6);"
9663,37,,"insert into question_tag (qid, tid) values(9663, 37);"
9664,6,,"insert into question_tag (qid, tid) values(9664, 6);"
9665,29,,"insert into question_tag (qid, tid) values(9665, 29);"
9666,39,,"insert into question_tag (qid, tid) values(9666, 39);"
9667,18,,"insert into question_tag (qid, tid) values(9667, 18);"
9668,9,,"insert into question_tag (qid, tid) values(9668, 9);"
9669,15,,"insert into question_tag (qid, tid) values(9669, 15);"
9670,32,,"insert into question_tag (qid, tid) values(9670, 32);"
9671,26,,"insert into question_tag (qid, tid) values(9671, 26);"
9672,34,,"insert into question_tag (qid, tid) values(9672, 34);"
9673,28,,"insert into question_tag (qid, tid) values(9673, 28);"
9674,28,,"insert into question_tag (qid, tid) values(9674, 28);"
9675,29,,"insert into question_tag (qid, tid) values(9675, 29);"
9676,33,,"insert into question_tag (qid, tid) values(9676, 33);"
9677,1,,"insert into question_tag (qid, tid) values(9677, 1);"
9678,39,,"insert into question_tag (qid, tid) values(9678, 39);"
9679,19,,"insert into question_tag (qid, tid) values(9679, 19);"
9680,27,,"insert into question_tag (qid, tid) values(9680, 27);"
9681,20,,"insert into question_tag (qid, tid) values(9681, 20);"
9682,28,,"insert into question_tag (qid, tid) values(9682, 28);"
9683,12,,"insert into question_tag (qid, tid) values(9683, 12);"
9684,6,,"insert into question_tag (qid, tid) values(9684, 6);"
9685,17,,"insert into question_tag (qid, tid) values(9685, 17);"
9686,18,,"insert into question_tag (qid, tid) values(9686, 18);"
9687,27,,"insert into question_tag (qid, tid) values(9687, 27);"
9688,34,,"insert into question_tag (qid, tid) values(9688, 34);"
9689,31,,"insert into question_tag (qid, tid) values(9689, 31);"
9690,25,,"insert into question_tag (qid, tid) values(9690, 25);"
9691,18,,"insert into question_tag (qid, tid) values(9691, 18);"
9692,3,,"insert into question_tag (qid, tid) values(9692, 3);"
9693,29,,"insert into question_tag (qid, tid) values(9693, 29);"
9694,16,,"insert into question_tag (qid, tid) values(9694, 16);"
9695,8,,"insert into question_tag (qid, tid) values(9695, 8);"
9696,25,,"insert into question_tag (qid, tid) values(9696, 25);"
9697,29,,"insert into question_tag (qid, tid) values(9697, 29);"
9698,4,,"insert into question_tag (qid, tid) values(9698, 4);"
9699,6,,"insert into question_tag (qid, tid) values(9699, 6);"
9700,28,,"insert into question_tag (qid, tid) values(9700, 28);"
9701,10,,"insert into question_tag (qid, tid) values(9701, 10);"
9702,3,,"insert into question_tag (qid, tid) values(9702, 3);"
9703,5,,"insert into question_tag (qid, tid) values(9703, 5);"
9704,10,,"insert into question_tag (qid, tid) values(9704, 10);"
9705,9,,"insert into question_tag (qid, tid) values(9705, 9);"
9706,17,,"insert into question_tag (qid, tid) values(9706, 17);"
9707,2,,"insert into question_tag (qid, tid) values(9707, 2);"
9708,5,,"insert into question_tag (qid, tid) values(9708, 5);"
9709,32,,"insert into question_tag (qid, tid) values(9709, 32);"
9710,8,,"insert into question_tag (qid, tid) values(9710, 8);"
9711,41,,"insert into question_tag (qid, tid) values(9711, 41);"
9712,10,,"insert into question_tag (qid, tid) values(9712, 10);"
9713,1,,"insert into question_tag (qid, tid) values(9713, 1);"
9714,19,,"insert into question_tag (qid, tid) values(9714, 19);"
9715,39,,"insert into question_tag (qid, tid) values(9715, 39);"
9716,10,,"insert into question_tag (qid, tid) values(9716, 10);"
9717,10,,"insert into question_tag (qid, tid) values(9717, 10);"
9718,25,,"insert into question_tag (qid, tid) values(9718, 25);"
9719,33,,"insert into question_tag (qid, tid) values(9719, 33);"
9720,34,,"insert into question_tag (qid, tid) values(9720, 34);"
9721,33,,"insert into question_tag (qid, tid) values(9721, 33);"
9722,29,,"insert into question_tag (qid, tid) values(9722, 29);"
9723,26,,"insert into question_tag (qid, tid) values(9723, 26);"
9724,26,,"insert into question_tag (qid, tid) values(9724, 26);"
9725,8,,"insert into question_tag (qid, tid) values(9725, 8);"
9726,21,,"insert into question_tag (qid, tid) values(9726, 21);"
9727,16,,"insert into question_tag (qid, tid) values(9727, 16);"
9728,22,,"insert into question_tag (qid, tid) values(9728, 22);"
9729,38,,"insert into question_tag (qid, tid) values(9729, 38);"
9730,4,,"insert into question_tag (qid, tid) values(9730, 4);"
9731,13,,"insert into question_tag (qid, tid) values(9731, 13);"
9732,2,,"insert into question_tag (qid, tid) values(9732, 2);"
9733,37,,"insert into question_tag (qid, tid) values(9733, 37);"
9734,36,,"insert into question_tag (qid, tid) values(9734, 36);"
9735,41,,"insert into question_tag (qid, tid) values(9735, 41);"
9736,28,,"insert into question_tag (qid, tid) values(9736, 28);"
9737,25,,"insert into question_tag (qid, tid) values(9737, 25);"
9738,10,,"insert into question_tag (qid, tid) values(9738, 10);"
9739,24,,"insert into question_tag (qid, tid) values(9739, 24);"
9740,34,,"insert into question_tag (qid, tid) values(9740, 34);"
9741,35,,"insert into question_tag (qid, tid) values(9741, 35);"
9742,15,,"insert into question_tag (qid, tid) values(9742, 15);"
9743,37,,"insert into question_tag (qid, tid) values(9743, 37);"
9744,17,,"insert into question_tag (qid, tid) values(9744, 17);"
9745,8,,"insert into question_tag (qid, tid) values(9745, 8);"
9746,12,,"insert into question_tag (qid, tid) values(9746, 12);"
9747,33,,"insert into question_tag (qid, tid) values(9747, 33);"
9748,22,,"insert into question_tag (qid, tid) values(9748, 22);"
9749,16,,"insert into question_tag (qid, tid) values(9749, 16);"
9750,11,,"insert into question_tag (qid, tid) values(9750, 11);"
9751,22,,"insert into question_tag (qid, tid) values(9751, 22);"
9752,4,,"insert into question_tag (qid, tid) values(9752, 4);"
9753,41,,"insert into question_tag (qid, tid) values(9753, 41);"
9754,7,,"insert into question_tag (qid, tid) values(9754, 7);"
9755,18,,"insert into question_tag (qid, tid) values(9755, 18);"
9756,38,,"insert into question_tag (qid, tid) values(9756, 38);"
9757,27,,"insert into question_tag (qid, tid) values(9757, 27);"
9758,40,,"insert into question_tag (qid, tid) values(9758, 40);"
9759,12,,"insert into question_tag (qid, tid) values(9759, 12);"
9760,8,,"insert into question_tag (qid, tid) values(9760, 8);"
9761,6,,"insert into question_tag (qid, tid) values(9761, 6);"
9762,15,,"insert into question_tag (qid, tid) values(9762, 15);"
9763,40,,"insert into question_tag (qid, tid) values(9763, 40);"
9764,14,,"insert into question_tag (qid, tid) values(9764, 14);"
9765,10,,"insert into question_tag (qid, tid) values(9765, 10);"
9766,38,,"insert into question_tag (qid, tid) values(9766, 38);"
9767,39,,"insert into question_tag (qid, tid) values(9767, 39);"
9768,16,,"insert into question_tag (qid, tid) values(9768, 16);"
9769,25,,"insert into question_tag (qid, tid) values(9769, 25);"
9770,9,,"insert into question_tag (qid, tid) values(9770, 9);"
9771,2,,"insert into question_tag (qid, tid) values(9771, 2);"
9772,32,,"insert into question_tag (qid, tid) values(9772, 32);"
9773,2,,"insert into question_tag (qid, tid) values(9773, 2);"
9774,29,,"insert into question_tag (qid, tid) values(9774, 29);"
9775,3,,"insert into question_tag (qid, tid) values(9775, 3);"
9776,30,,"insert into question_tag (qid, tid) values(9776, 30);"
9777,29,,"insert into question_tag (qid, tid) values(9777, 29);"
9778,9,,"insert into question_tag (qid, tid) values(9778, 9);"
9779,4,,"insert into question_tag (qid, tid) values(9779, 4);"
9780,41,,"insert into question_tag (qid, tid) values(9780, 41);"
9781,27,,"insert into question_tag (qid, tid) values(9781, 27);"
9782,23,,"insert into question_tag (qid, tid) values(9782, 23);"
9783,40,,"insert into question_tag (qid, tid) values(9783, 40);"
9784,36,,"insert into question_tag (qid, tid) values(9784, 36);"
9785,19,,"insert into question_tag (qid, tid) values(9785, 19);"
9786,21,,"insert into question_tag (qid, tid) values(9786, 21);"
9787,22,,"insert into question_tag (qid, tid) values(9787, 22);"
9788,21,,"insert into question_tag (qid, tid) values(9788, 21);"
9789,40,,"insert into question_tag (qid, tid) values(9789, 40);"
9790,2,,"insert into question_tag (qid, tid) values(9790, 2);"
9791,36,,"insert into question_tag (qid, tid) values(9791, 36);"
9792,33,,"insert into question_tag (qid, tid) values(9792, 33);"
9793,35,,"insert into question_tag (qid, tid) values(9793, 35);"
9794,18,,"insert into question_tag (qid, tid) values(9794, 18);"
9795,30,,"insert into question_tag (qid, tid) values(9795, 30);"
9796,19,,"insert into question_tag (qid, tid) values(9796, 19);"
9797,32,,"insert into question_tag (qid, tid) values(9797, 32);"
9798,31,,"insert into question_tag (qid, tid) values(9798, 31);"
9799,18,,"insert into question_tag (qid, tid) values(9799, 18);"
9800,33,,"insert into question_tag (qid, tid) values(9800, 33);"
9801,36,,"insert into question_tag (qid, tid) values(9801, 36);"
9802,31,,"insert into question_tag (qid, tid) values(9802, 31);"
9803,23,,"insert into question_tag (qid, tid) values(9803, 23);"
9804,12,,"insert into question_tag (qid, tid) values(9804, 12);"
9805,9,,"insert into question_tag (qid, tid) values(9805, 9);"
9806,30,,"insert into question_tag (qid, tid) values(9806, 30);"
9807,3,,"insert into question_tag (qid, tid) values(9807, 3);"
9808,33,,"insert into question_tag (qid, tid) values(9808, 33);"
9809,22,,"insert into question_tag (qid, tid) values(9809, 22);"
9810,38,,"insert into question_tag (qid, tid) values(9810, 38);"
9811,35,,"insert into question_tag (qid, tid) values(9811, 35);"
9812,31,,"insert into question_tag (qid, tid) values(9812, 31);"
9813,34,,"insert into question_tag (qid, tid) values(9813, 34);"
9814,3,,"insert into question_tag (qid, tid) values(9814, 3);"
9815,30,,"insert into question_tag (qid, tid) values(9815, 30);"
9816,20,,"insert into question_tag (qid, tid) values(9816, 20);"
